root@comp3134-lab:~# tcpdump -n -i eth0
tcpdump: verbose output suppressed, use -v[v]... for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), snapshot length 262144 bytes
20:08:53.470000 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 17328:17532, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470026 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 17532:17568, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 36
20:08:53.470061 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 17568:17772, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470098 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 17772:17808, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 36
20:08:53.470155 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 17808:18012, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470208 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18012:18048, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 36
20:08:53.470258 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18048:18252, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470291 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18252:18288, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 36
20:08:53.470347 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18288:18492, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470390 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18492:18528, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 36
20:08:53.470420 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18528:18732, ack 1, win 501, options [nop,nop,TS val 1052718103 ecr 3412766639], length 204
20:08:53.470507 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18732:18768, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 36
20:08:53.470556 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18768:18972, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 204
20:08:53.470640 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 18972:19248, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 276
20:08:53.470713 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 19248:19692, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 444
20:08:53.470745 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 19692:19728, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 36
20:08:53.470811 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 19728:19932, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 204
20:08:53.470858 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 19932:19968, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 36
20:08:53.470925 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 19968:20156, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 188
20:08:53.470969 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 20156:20192, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 36
20:08:53.471025 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 20192:20380, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 188
20:08:53.471058 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 20380:20416, ack 1, win 501, options [nop,nop,TS val 1052718104 ecr 3412766639], length 36
20:08:53.488457 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 14208, win 5494, options [nop,nop,TS val 3412766725 ecr 1052718102], length 0
20:08:53.488457 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 14208, win 5554, options [nop,nop,TS val 3412766725 ecr 1052718102], length 0
20:08:53.488527 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 20416:20880, ack 1, win 501, options [nop,nop,TS val 1052718122 ecr 3412766725], length 464
20:08:53.494709 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 20416, win 5457, options [nop,nop,TS val 3412766726 ecr 1052718104], length 0
20:08:53.494709 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 20416, win 5554, options [nop,nop,TS val 3412766726 ecr 1052718104], length 0
20:08:53.501932 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [P.], seq 1:37, ack 20416, win 5554, options [nop,nop,TS val 3412766734 ecr 1052718104], length 36
20:08:53.510306 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 20880, win 5547, options [nop,nop,TS val 3412766745 ecr 1052718122], length 0
20:08:53.543552 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [.], ack 37, win 501, options [nop,nop,TS val 1052718177 ecr 3412766734], length 0
20:08:53.571800 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 20880:21084, ack 37, win 501, options [nop,nop,TS val 1052718205 ecr 3412766734], length 204
20:08:53.572161 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 21084:21120, ack 37, win 501, options [nop,nop,TS val 1052718205 ecr 3412766734], length 36
20:08:53.572280 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 21120:21324, ack 37, win 501, options [nop,nop,TS val 1052718205 ecr 3412766734], length 204
20:08:53.572357 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 21324:21564, ack 37, win 501, options [nop,nop,TS val 1052718205 ecr 3412766734], length 240
20:08:53.572537 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 21564:22284, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 720
20:08:53.572563 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 22284:22320, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 36
20:08:53.572615 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 22320:22524, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 204
20:08:53.572651 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 22524:22560, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 36
20:08:53.572702 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 22560:22764, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 204
20:08:53.572781 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 22764:23144, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.572858 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 23144:23524, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.572960 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 23524:24072, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 548
20:08:53.573039 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 24072:24452, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.573119 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 24452:24832, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.573212 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 24832:25380, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 548
20:08:53.573293 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 25380:25760, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.573380 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 25760:26308, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 548
20:08:53.573453 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 26308:26688, ack 37, win 501, options [nop,nop,TS val 1052718206 ecr 3412766734], length 380
20:08:53.573528 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 26688:27068, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.573599 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 27068:27448, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.573691 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 27448:27996, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 548
20:08:53.573797 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 27996:28376, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.573878 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 28376:28792, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 416
20:08:53.573935 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 28792:28996, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 204
20:08:53.574016 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 28996:29376, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.574105 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 29376:29924, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 548
20:08:53.574178 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 29924:30304, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.574269 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 30304:30852, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 548
20:08:53.574346 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 30852:31232, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.574424 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 31232:31612, ack 37, win 501, options [nop,nop,TS val 1052718207 ecr 3412766734], length 380
20:08:53.574501 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 31612:31992, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.574589 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 31992:32540, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 548
20:08:53.574651 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 32540:32752, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 212
20:08:53.574730 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 32752:33132, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.574808 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 33132:33512, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.574887 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 33512:33892, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.574972 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 33892:34440, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 548
20:08:53.575032 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 34440:34652, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 212
20:08:53.575111 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 34652:35032, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.575223 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 35032:35412, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 380
20:08:53.575361 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 35412:36296, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 884
20:08:53.575446 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 36296:36820, ack 37, win 501, options [nop,nop,TS val 1052718208 ecr 3412766734], length 524
20:08:53.575624 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 36820:37648, ack 37, win 501, options [nop,nop,TS val 1052718209 ecr 3412766734], length 828
20:08:53.593962 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 26688, win 5464, options [nop,nop,TS val 3412766830 ecr 1052718206], length 0
20:08:53.594015 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 26688, win 5554, options [nop,nop,TS val 3412766830 ecr 1052718206], length 0
20:08:53.598478 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 37648, win 5383, options [nop,nop,TS val 3412766832 ecr 1052718209], length 0
20:08:53.598479 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 37648, win 5554, options [nop,nop,TS val 3412766832 ecr 1052718209], length 0
20:08:53.675747 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 37648:37852, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 204
20:08:53.675983 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 37852:38408, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 556
20:08:53.676029 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 38408:38444, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 36
20:08:53.676078 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 38444:38648, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 204
20:08:53.676111 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 38648:38684, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 36
20:08:53.676170 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 38684:39064, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 380
20:08:53.676231 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 39064:39444, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 380
20:08:53.676290 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 39444:39824, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 380
20:08:53.676367 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 39824:40204, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 380
20:08:53.676451 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 40204:40584, ack 37, win 501, options [nop,nop,TS val 1052718309 ecr 3412766832], length 380
20:08:53.676501 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 40584:40620, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 36
20:08:53.676605 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 40620:40824, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 204
20:08:53.676734 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 40824:41380, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 556
20:08:53.676845 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 41380:42104, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 724
20:08:53.676923 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 42104:42828, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 724
20:08:53.676985 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 42828:43376, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 548
20:08:53.677038 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 43376:43756, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 380
20:08:53.677101 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 43756:44312, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 556
20:08:53.677151 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 44312:44524, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 212
20:08:53.677215 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 44524:45080, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 556
20:08:53.677268 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 45080:45460, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 380
20:08:53.677347 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 45460:45840, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 380
20:08:53.677443 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 45840:46188, ack 37, win 501, options [nop,nop,TS val 1052718310 ecr 3412766832], length 348
20:08:53.677535 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 46188:46536, ack 37, win 501, options [nop,nop,TS val 1052718311 ecr 3412766832], length 348
20:08:53.677621 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 46536:46572, ack 37, win 501, options [nop,nop,TS val 1052718311 ecr 3412766832], length 36
20:08:53.697441 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 46572, win 5415, options [nop,nop,TS val 3412766934 ecr 1052718311], length 0
20:08:53.697441 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 46572, win 5554, options [nop,nop,TS val 3412766934 ecr 1052718311], length 0
20:08:53.779733 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 46572:46776, ack 37, win 501, options [nop,nop,TS val 1052718413 ecr 3412766934], length 204
20:08:53.780039 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 46776:47332, ack 37, win 501, options [nop,nop,TS val 1052718413 ecr 3412766934], length 556
20:08:53.780381 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 47332:51296, ack 37, win 501, options [nop,nop,TS val 1052718413 ecr 3412766934], length 3964
20:08:53.799789 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 48780, win 5554, options [nop,nop,TS val 3412767036 ecr 1052718413], length 0
20:08:53.805153 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 51296, win 5554, options [nop,nop,TS val 3412767037 ecr 1052718413], length 0
20:08:53.883817 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 51296:51500, ack 37, win 501, options [nop,nop,TS val 1052718517 ecr 3412767037], length 204
20:08:53.884154 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 51500:52200, ack 37, win 501, options [nop,nop,TS val 1052718517 ecr 3412767037], length 700
20:08:53.901787 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 52200, win 5554, options [nop,nop,TS val 3412767140 ecr 1052718517], length 0
20:08:53.987812 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 52200:52740, ack 37, win 501, options [nop,nop,TS val 1052718621 ecr 3412767140], length 540
20:08:54.006537 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 52740, win 5554, options [nop,nop,TS val 3412767244 ecr 1052718621], length 0
20:08:54.091820 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 52740:53104, ack 37, win 501, options [nop,nop,TS val 1052718725 ecr 3412767244], length 364
20:08:54.118795 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 53104, win 5554, options [nop,nop,TS val 3412767349 ecr 1052718725], length 0
20:08:54.195765 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 53104:53468, ack 37, win 501, options [nop,nop,TS val 1052718829 ecr 3412767349], length 364
20:08:54.214715 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 53468, win 5554, options [nop,nop,TS val 3412767452 ecr 1052718829], length 0
20:08:54.299739 IP 147.182.153.187.22 > 104.158.142.20.61766: Flags [P.], seq 53468:53832, ack 37, win 501, options [nop,nop,TS val 1052718933 ecr 3412767452], length 364
20:08:54.318287 IP 104.158.142.20.61766 > 147.182.153.187.22: Flags [.], ack 53832, win 5554, options [nop,nop,TS val 3412767556 ecr 1052718933], length 0
264 packets captured
267 packets received by filter
0 packets dropped by kernel
